quá	R
cao siêu	A
và	C
mình	P
không	R
thể nào	X
với	V
tới	V
?	?

Có	V
phải	A
vì	E
mình	P
kém	A
nghị lực	N
chiến đấu	V
;	;
kém	A
tinh thần	N
vươn	V
lên	V
và	C
cam chịu	V
sống	V
cuộc đời	N
riêng biệt	A
,	,
tẻ nhạt	A
với	E
những	L
rung động	N
êm đềm	A
?	?

Có	V
phải	A
vì	E
mình	P
thấy	V
trước	N
được	R
những	L
trở ngại	N
không	R
thể nào	X
vượt	V
qua	V
được	R
mà	C
cảm thấy	V
phiền lòng	A
?	?

10-1-1972	M

Năm	Np
ơi	T
!	!

Năm	Np
đang	R
ở	V
đâu	P
rồi	T
?	?

Thật	R
không	R
ngờ	V
chiều qua	N
lại	R
là	V
lần	N
cuối cùng	A
hai	M
đứa	Nc
ở	V
bên	N
nhau	N
.	.

Còn	C
bây giờ	P
,	,
xa	A
lắm	T
rồi	R
,	,
xa	A
lắm	T
,	,
nếu	C
Năm	Np
không	R
quay	V
trở về	V
đội ngũ	N
.	.

Đảo ngũ	V
!	!

Thật	R
không thể	R
tưởng tượng	V
được	R
.	.

Đêm	N
nay	P
bơ vơ	A
ở	E
đâu	P
,	,
ở	E
trên	N
một	M
chặng	Nc
đường	N
xe lửa	N
hay	C
một	M
con	Nc
đường	N
lay lứt	A
?	?

Năm	Np
có	V
cảm thấy	V
lạnh lùng	A
,	,
trống rỗng	A
hay	C
không	R
?	?

Chắc	A
mày	P
trách	V
tao	P
lắm	R
hả	T
,	,
ừ	T
,	,
tao	P
tự	P
trách	V
mình	P
nhiều	A
lắm	T
,	,
sao	P
để	V
mày	P
như thế	X
,	,
sao	P
để	V
mày	P
như thế	X
...	.

Sao	P
trước kia	N
không	R
thương	V
mày	P
nhiều	A
hơn	A
nữa	R
,	,
không	R
gần gũi	V
mà	C
hiểu	V
mày	P
hơn	A
nữa	R
.	.

Giấy	N
truy nã	V
mày	P
tao	P
cầm	V
trong	E
tay	N
đây	P
.	.

Sớm mai	N
sẽ	R
có	V
người	N
xa lạ	A
nào	P
cầm	V
đọc	V
,	,
người ta	P
sẽ	R
nguyền rủa	V
mày	P
,	,
khinh bỉ	V
mày	P
Năm	Np
ơi	T
!	!

Năm	Np
ơi	T
,	,
quay	V
trở lại	V
đi	R
,	,
quay	V
lại	R
và	C
rủ	V
thằng	Nc
Thỏi	Np
nữa	R
,	,
đồng đội	N
và	C
tao	P
đang	R
chờ	V
mày	P
.	.

Cái	Nc
giường	N
ọp ẹp	A
vẫn	R
dành	V
chỗ	N
ấm	A
nhất	R
cho	E
mày	P
đó	P
.	.

Sao	P
mày	P
lại	R
bỏ	V
đi	V
mà	E
ngủ	V
trên	E
một	M
quãng	N
đồng	N
trống trải	A
,	,
lạnh lùng	A
...	.
Năm	Np
à	T
,	,
quay	V
lại	R
đi	V
!	!

4-3-1972	M

12	M
giờ	Nu
15	M

Cứ	R
mỗi	M
lần	N
bỏ	V
cái	Nc
mũ	N
ra	V
,	,
người ta	P
lại	R
ồ	V
lên	V
kinh ngạc	V
vì	E
mái	Nc
đầu	N
bạc	A
của	E
tôi	P
!	!

Sao	P
người ta	P
tàn nhẫn	A
thế	P
hở	T
những	L
người	N
xung quanh	N
?	?

Thử	V
giật	V
một	M
sợi	Nc
tóc	N
vô tình	A
,	,
phần lớn	N
là	V
tóc	N
bạc	A
,	,
những	L
sợi	Nc
tóc	N
trong trẻo	A
,	,
trắng muốt	A
thế	P
,	,
mà lại	X
là	V
nỗi	Nc
buồn	V
êm dịu	A
,	,
nỗi	Nc
buồn	V
dai dẳng	A
,	,
đau đớn	A
và	C
dữ dội	A
của	E
lòng	N
tôi	P
?	?

Chẳng lẽ	X
tôi	P
đã	R
già	A
đi	R
như vậy	X
?	?

Già	A
trước	N
tuổi	N
,	,
già	A
trước	N
tất cả	P
những	L
gì	P
tôi	P
đã	R
trải	V
qua	R
và	C
chưa	R
hề	T
trải	V
qua	V
?	?

Tôi	P
lo lắng	V
chút	L
gì	P
về	E
bản thân	N
,	,
lo	V
nhiều	A
vì	E
tôi	P
chưa	R
làm việc	V
ra hồn	X
,	,
lo	V
nhiều	A
vì	E
thời gian	N
trôi	V
đi	V
nhanh	A
và	C
mất hút	V
sau	N
lỗ	N
rách	A
của	E
mái	N
lều	N
...	.

Đừng	R
ai	P
xem	V
những	L
dòng	Nc
này	P
.	.

Vả lại	C
cuốn	Nc
nhật ký	N
này	P
chắc	A
cũng	R
chẳng	R
bao giờ	P
có	V
ai	P
xem	V
được	R
.	.

Tôi	P
sẽ	R
chỉ	R
giữ	V
những	L
cảm xúc	N
này	P
cho	E
tới	E
lúc	N
vĩnh biệt	V
miền	N
Bắc	Np
thân yêu	A
đi	V
chiến đấu	V
,	,
và	C
sẽ	R
biến	V
những	L
trang	Nc
giấy	N
vô duyên	A
này	P
thành	V
ngọn	Nc
lửa	N
hun	V
cay sè	A
mắt	N
tiễn biệt	V
tôi	P
.	.

Vì	E
chắc chắn	A
chẳng	R
có	V
ai	P
tiễn đưa	V
tôi	P
cả	T
.	.

Tôi	P
đi	V
và	C
gửi	V
tấm	Nc
thân	N
này	P
ở	E
một	M
miền	N
đất	N
nào	P
đấy	P
mà	C
tôi	P
biết	V
hoặc	C
chưa	R
thể	R
biết	V
tên	N
.	.

25-3-1972	M

Thạc	Np
đừng	R
kéo	V
Như Anh	Np
lại	R
nữa	R
.	.

Thạc	Np
để	V
Như Anh	Np
đi đi	V
.	.

Thạc	Np
sống	V
một mình	X
như vậy	X
nhé	T
.	.

Hạnh phúc	N
của	E
đời	N
chỉ	R
dành	V
cho	E
Thạc	Np
thế	P
mà	T
thôi	T
.	.

Phải	A
,	,
giờ đây	P
tôi	P
ân hận	V
rất	R
nhiều	A
.	.

Tôi	P
tự	P
trách	V
mình	P
sao	P
đã	R
tìm	V
đến	E
Như Anh	Np
.	.

Phải	A
,	,
bao nhiêu	P
lần	N
tôi	P
nhủ	V
Như Anh	Np
đừng	R
chờ	V
tôi	P
làm gì	X
nữa	R
.	.

Nhưng	C
chính	T
lúc	N
tôi	P
nói	V
những	L
điều	N
ấy	P
trong	E
thư	N
,	,
thì	C
tâm hồn	N
và	C
trái tim	N
tôi	P
bàng bạc	A
một	M
dòng	Nc
tha thiết	A
:	:
chờ	V
Thạc	Np
,	,
Như Anh	Np
nhé	T
.	.

Chờ	V
Thạc	Np
,	,
như	C
cô	N
gái	N
VN	Ny
chung thủy	A
trọn	A
đời	N
với	E
người yêu	N
đi	V
chiến đấu	V
.	.

Chờ	V
Thạc	Np
,	,
như	C
cô	N
gái	N
trong	E
bài	Nc
thơ	N
của	E
Tế Hanh	Np
:	:
Em	N
chờ	V
anh	N
không	R
biết	V
có	V
thời gian	N
...	.

7-5-1972	M

Người nhà	N
Nguyễn Văn Thạc	Np
kể	V
lại	R
,	,
trước	E
Cách mạng	Np
tháng	N
8	M
-	-
1945	M
Thạc	Np
có	V
người	N
bác	N
họ	N
làm	V
phó lý	N
ở	E
quê	N
.	.

Trong	E
cải cách ruộng đất	N
,	,
ông	N
này	P
bị	V
quy	V
là	C
thành phần	N
“	"
địa chủ	N
,	,
cường hào	N
”	"
(	(
sau này	N
ông	N
đã	R
được	V
“	"
sửa sai	V
”	"
và	C
mất	V
vì	E
tuổi	N
già	A
)	)
.	.

Thêm	V
nữa	R
,	,
bố mẹ	N
Thạc	Np
từng	R
có	V
một	M
xưởng	N
nhuộm	V
và	C
dệt	V
thủ công	V
,	,
với	E
khoảng	A
15	M
người làm	N
,	,
toàn	R
con cháu	N
trong	E
nhà	N
.	.

Dù	C
phương tiện	N
máy móc	N
của	E
cái	Nc
xưởng	N
nhỏ	A
này	P
đã	R
bị	V
“	"
sung công	V
”	"
vào	E
hợp tác xã	N
,	,
khi	N
xảy	V
ra	V
chiến tranh phá hoại	N
của	E
không quân	N
Mỹ	Np
và	C
gia đình	N
đã	R
bị	V
phá sản	V
,	,
nhưng	C
bố mẹ	N
Thạc	Np
vẫn	R
được	V
coi	V
là	C
“	"
tiểu chủ	N
”	"
...	.

ĐẶNG VƯƠNG HƯNG	Np
18	M
năm	N
rồi	R
ư	T
?	?

Từ	E
ngày	N
chiến thắng	V
Điện Biên	Np
lừng lẫy	V
địa cầu	N
.	.

Những	L
ngày	N
đó	P
mình	P
mới	R
chỉ	R
là	V
đứa	Nc
bé	N
lên	V
2	M
.	.

Đã	R
biết	V
gì	P
đâu	P
.	.

Người ta	P
bảo	V
rằng	C
không	R
ai	P
khi	N
nằm	V
trong	E
bụng	N
mẹ	N
đã	R
hỏi	V
được	R
hoàn cảnh	N
xuất thân	V
của	E
mình	P
.	.

Không thể	R
hỏi	V
được	R
mình	P
đã	R
sinh	V
ra	V
trong	E
gia đình	N
thế nào	P
,	,
tư sản	N
hay	C
địa chủ	N
cường hào	N
!	!

Từ	E
rất	R
lâu	A
rồi	R
mình	P
vẫn	R
mơ hồ	A
về	E
gia đình	N
của	E
chính	T
mình	P
.	.

Những	L
người	N
khác	A
,	,
những	L
người	N
bạn	N
khác	A
của	E
mình	P
họ	P
thường	R
tự hào	A
về	E
hoàn cảnh	N
xuất thân	V
của	E
họ	P
.	.

Tự hào	A
về	E
các	L
anh chị	N
và	C
các	L
em	N
,	,
ông	N
bác	N
,	,
ông	N
chú	N
xa xa	A
,	,
gần gần	A
của	E
họ	P
.	.

Rồi	C
còn	R
vô vàn	A
cái	N
để	E
họ	P
tự hào	A
nữa	R
.	.

Mỗi	M
khi	N
nhắc	V
đến	E
lý lịch	N
là	C
người ta	P
lại	R
cảm thấy	V
trào dâng	V
lên	R
một	M
niềm	Nc
vui	A
,	,
một	M
nỗi	Nc
sung sướng	A
pha	V
chút	N
gì	P
kiêu ngạo	V
.	.

Có lẽ	X
bởi vì	C
con người	N
họ	P
không	R
có	V
chút	L
gì	P
đáng	R
tự hào	A
nên	C
họ	P
phải	V
làm	V
như thế	X
chăng	R
?	?

Cũng	R
phải	A
thôi	T
,	,
vì	E
bản thân	N
họ	P
rất	R
sung sướng	A
được	V
sống	V
và	C
sinh	V
ra	V
trong	E
một	M
gia đình	N
cách mạng	N
,	,
cha mẹ	N
,	,
ông bà	N
họ	P
là	V
những	L
người	N
đã	R
đổ	V
xương máu	N
cho	E
dân tộc	N
,	,
cho	E
giai cấp	N
.	.

Và	C
giờ đây	P
,	,
Đảng	Np
đặt	V
lòng	N
tin	V
vào	E
con em	N
các	L
bậc	N
tiền bối	N
cách mạng	N
ấy	P
.	.

Chao ôi	T
,	,
bao nhiêu	P
lần	N
mình	P
ao ước	V
có	V
được	R
hạnh phúc	N
xa vời	A
ấy	P
,	,
được	V
Đảng	Np
tin	V
và	C
trao	V
cho	E
những	L
nhiệm vụ	N
nặng nề	A
.	.

Khi	N
còn	R
ở	V
trường	N
phổ thông	N
,	,
dẫu sao	X
quan hệ	N
chính trị	N
cũng	R
còn	V
bằng lặng	A
.	.

Tuổi thơ	N
trong sáng	A
biết chừng nào	R
,	,
nó	P
chưa	R
bị	V
vết	N
đen	A
của	E
quá khứ	N
gia đình	N
đè	V
trĩu	A
hai	M
vai	N
.	.

Người ta	P
hoàn toàn	A
được	V
bình đẳng	A
với	E
nhau	N
trong	E
mọi	L
quan hệ	N
.	.

Chỉ	R
vì	E
hơi	R
gợn	V
một chút	L
qua	E
thái độ	N
của	E
cô	N
hiệu phó	N
cấp	N
III	M
một ít	L
.	.

Song	C
,	,
còn	R
thoải mái	A
lắm	R
.	.

Ở	E
trường	N
đại học	N
,	,
nhất là	X
Trường	N
Tổng hợp	Np
,	,
nhà trường	N
chú ý	V
nhiều	A
đến	E
chuyên môn	N
và	C
ít	A
chú ý	V
đến	E
chính trị	N
mấy	T
.	.

Người ta	P
lao	V
vào	E
học tập	V
,	,
vào	E
những	L
cuốn	Nc
sách	N
,	,
và	C
cứ	R
nghĩ	V
rằng	C
đó	P
là	V
chống	V
Mỹ	Np
cứu	V
nước	N
rồi	R
.	.

Không	R
nhiều	A
lắm	R
những	L
người	N
chỉ	R
thích	V
đi	V
làm	V
cán bộ	N
lớp	N
,	,
cán bộ	N
Đoàn	N
như	C
kiểu	N
Thuỵ	Np
,	,
Qui	Np
...	.
Vả lại	C
,	,
trong	E
trường	N
ĐH	Ny
,	,
con em	N
gia đình	N
không	R
cơ bản	A
không	R
phải	A
là	C
ít	A
.	.

Đầy rẫy	A
ra	R
đấy	P
.	.

Mà	C
phần lớn	N
lại	R
là	V
những	L
đứa	Nc
học	V
giỏi	A
,	,
rất	R
giỏi	A
của	E
lớp	N
!	!

Còn	C
giờ đây	P
thì	C
khác	A
nhiều	A
rồi	R
.	.

Đâu ra đấy	X
cả	T
.	.

Cùng	A
là	V
hai	M
người	N
không	R
hề	T
khác	A
nhau	N
gì	P
về	E
bản thân	N
họ	P
nhưng	C
lý lịch	N
trong sạch	A
,	,
nhất là	X
đỏ	A
thực sự	A
,	,
là	C
khác	A
nhau	N
lắm	T
rồi	R
.	.

Rất	R
nhiều	A
khi	N
đứng	V
nhìn	V
đoàn	Nc
bộ đội	N
đi	V
qua	V
,	,
mình	P
cũng	R
thấy	V
lẻ loi	A
,	,
lẻ loi	A
quá	R
đi	R
mất	T
!	!

Khuôn mặt	N
nào	P
cũng	R
đẹp	A
,	,
mình	P
cứ	R
nghĩ	V
chỉ	R
có	V
những	L
người	Nc
cộng sản	N
thực sự	A
mới	R
sinh	V
ra	V
được	V
đoàn	Nc
quân	N
ấy	P
.	.

Họ	P
đi	V
,	,
họ	P
đi	V
...	.
và	C
có lẽ	X
họ	P
chẳng	R
biết	V
rằng	C
họ	P
đang	R
được	V
hưởng	V
một	M
gia sản	N
quí báu	A
mà	C
ông cha	N
ruột thịt	A
của	E
họ	P
mang	V
lại	R
.	.

Cứ	R
mỗi	M
lần	N
khai	V
lý lịch	N
,	,
mình	P
lại	R
buồn	V
,	,
buồn	V
tận	E
sâu xa	A
.	.

Anh	Nc
Thục	Np
cảm tình	N
Đảng	Np
từ	E
lâu	A
rồi	R
mà	C
chưa	R
được	V
kết nạp	V
.	.

Và	C
cứ	R
càng	R
về	E
sau	N
,	,
nói chuyện	V
với	E
anh	N
,	,
mình	P
lại	R
cảm thấy	V
anh	N
cứ	R
đuối	A
dần	R
,	,
cứ	R
đuối	A
dần	R
.	.

Anh	N
cứ	R
thất vọng	V
dần	R
.	.

8-5-1972	M

Thực tình	A
đã	R
có	V
dấu hiệu	N
gì	P
chứng tỏ	V
mình	P
“	"
bị	V
loại	V
ra	R
khỏi	V
đội ngũ	N
”	"
đâu	P
!	!

Nhưng	C
linh tính	N
cứ	R
cho	V
mình	P
biết	V
rằng	C
mình	P
không thể	R
trở thành	V
một	M
đảng viên	N
được	R
.	.

Mơ hồ	A
thấy	V
rằng	C
khó khăn	N
đến	V
với	E
mình	P
sẽ	R
nhiều	A
đây	P
.	.

Không	R
sao	R
hết	V
!	!

Miễn	C
rằng	C
anh	N
sống	V
thực sự	A
như	C
một	M
đảng viên	N
,	,
thế	P
đã	R
tạm	A
đủ	A
rồi	R
.	.

Vào	V
Đảng	Np
để	E
làm	V
gì	P
nhỉ	T
?	?

Khi	N
người ta	P
đã	R
sống	V
và	C
làm việc	V
như	C
một	M
đảng viên	N
rồi	T
!	!

Không	R
nên	V
suy nghĩ	V
gì	P
về	E
chuyện	N
ấy	P
hết	T
.	.

Đảng	Np
khắc	R
sáng suốt	A
và	C
dìu dắt	V
mình	P
.	.

Điều	N
cơ bản	A
nhất	R
,	,
gia đình	N
mình	P
là	V
gia đình	N
lao động	V
,	,
cha mẹ	N
mình	P
là	V
người	N
lao động	V
và	C
hoàn toàn	A
giác ngộ	V
.	.

Mình	P
luôn luôn	R
tin	V
là	C
thế	P
.	.

“	"
Hạnh phúc	N
là	V
gì	P
,	,
bao	P
lần	N
ta	P
lúng túng	A
hỏi	V
nhau	N
hoài	R
mà	C
nghĩ	V
mãi	R
chưa	R
ra	V
cho	E
đến	E
ngày	N
cất bước	V
đi	V
xa	A
Miền Nam	Np
gọi	V
...	.
”	"
.	.

Một	M
thế hệ	N
đã	R
đi	V
tìm	V
câu	N
trả lời	V
ở	E
nơi	N
đầu sóng ngọn gió	X
.	.

Hạnh phúc	N
là	V
gì	P
?	?

Hai	M
người	N
yêu	V
nhau	N
ở	E
đây	P
cũng	R
đã	R
hỏi	V
nhau	N
như thế	X
.	.

Thư	N
gửi	V
cho	E
người yêu	N
,	,
anh	Nc
Thạc	Np
bảo	V
sẽ	R
trả lời	V
vào	E
ngày	M
30	M
-	-
4	M
-	-
1975	M
.	.

Những	L
lá	Nc
thư	N
của	E
năm	N
1971	M
...	.

Nhật ký	N
của	E
liệt sĩ	N
NGUYỄN VĂN THẠC	Np

-	-
-	-

*	X
Kỳ	N
sau	N
:	:
Bức	Nc
thư	N
tình	N
và	C
lời	N
hò hẹn	V
lớn lao	A

-	-
-	-

Tin	N
,	,
bài	N
liên quan	V
:	:

-	-
Kỳ	N
3	M
:	:
Nhớ	V
Hà Nội	Np
,	,
nhớ	V
một	M
người	N
-	-
Kỳ	N
2	M
:	:
Chuyện	N
đau lòng	A
-	-
Kỳ	N
1	M
:	:
Vào	V
bộ đội	N

“	"
Đồ	N
hiệu	N
siêu	S
giả	A
”	"
ở	E
“	"
thiên đường	N
mua sắm	V
”	"
.	.

Vào	V
thiên đường	N
...	.
đồ	N
giả	A
.	.

Thành phố	N
Nam Ninh	Np
(	(
tỉnh	N
Quảng Tây	Np
)	)
và	C
Quảng Châu	Np
(	(
tỉnh	N
Quảng Đông	Np
,	,
Trung Quốc	Np
)	)
đang	R
trở thành	V
địa chỉ	N
mua sắm	V
giá	N
rẻ	A
cuốn hút	V
khách	N
du lịch	V
từ	E
khắp	A
nơi	N
trên	E
thế giới	N
,	,
trong	E
đó	P
có	V
rất	R
nhiều	A
du khách	N
VN	Ny
.	.

Tại	E
“	"
thiên đường	N
mua sắm	V
”	"
đó	P
,	,
phóng viên	N
Tuổi Trẻ	Np
đã	R
tiếp cận	V
một	M
thế giới	N
hàng	N
giả	A
thiên hình vạn trạng	X
.	.

Từ	E
xứ	N
người	N
,	,
“	"
đồ	N
hiệu	N
siêu	S
giả	A
”	"
đó	P
bay	V
vào	E
VN	Ny
...	.

Góc	N
đặc biệt	A
ở	E
Nam Ninh	Np

Đi	V
cùng	A
tôi	P
là	V
Dũng	Np
“	"
trắm cỏ	N
”	"
.	.

Cách	V
nay	P
hơn	A
10	M
năm	N
,	,
Dũng	Np
là	V
một	M
“	"
tay	N
to	A
”	"
chuyên	A
làm	V
bảo kê	V
hàng	N
từ	E
Đông Hưng	Np
sang	V
Móng Cái	Np
.	.

Vướng	V
vào	E
cờ bạc	N
,	,
thất bát	V
,	,
Dũng	Np
dạt	V
về	E
Hà Nội	Np
lay lắt	A
sống	V
bằng	E
đủ	A
thứ	N
nghề	N
.	.

Cái	Nc
biệt danh	N
“	"
trắm cỏ	N
”	"
cũng	R
từ	E
thời kỳ	N
bệ rạc	A
,	,
lay lắt	A
này	P
mà	C
ra	V
.	.

Sau	E
đó	P
một	M
“	"
soái	N
”	"
nhớ	V
đến	E
tình xưa nghĩa cũ	X
,	,
lại	R
cần	V
một	M
người	N
vừa	R
thạo	A
tiếng	N
Quảng Đông	Np
vừa	R
sõi	A
tiếng phổ thông	N
đã	R
dang	V
tay	N
thu	V
Dũng	Np
về	E
dưới trướng	A
,	,
chuyên	A
làm	V
nhiệm vụ	N
sang	V
Bắc Kinh	Np
đóng	V
hàng	N
đánh	V
sang	V
Đông Âu	Np
.	.

Tàu	N
đưa	V
chúng tôi	P
đến	V
ga	N
Nam Ninh	Np
,	,
vừa	R
dừng	V
chân	N
ngồi	V
xuống	V
chiếc	Nc
ghế	N
hàng	N
giải khát	V
,	,
cô	N
bán	V
hàng	N
đã	R
cười	V
rất	R
tươi	A
rồi	C
thẽ thọt	A
bằng	E
tiếng	N
Việt	Np
rất	R
sõi	A
:	:
“	"
Có	V
mua	V
ba	M
số	N
Singapore	Np
không	R
?	?

Rẻ	A
lắm	R
!	!

20.000	M
thôi	T
!	!

Ở	E
VN	Ny
50.000	M
đấy	T
!	!
”	"
.	.

Dũng	Np
quay	V
sang	R
xổ	V
một	M
tràng	Nc
tiếng	N
Quảng Đông	Np
khiến	V
cô	Nc
bán	V
hàng	N
cười xòa	V
:	:
“	"
Ba	M
số	N
Quảng Châu	Np
thì	C
có	V
!	!

Nhiều	A
ông	Nc
VN	Ny
sang	V
đây	P
đi	V
du lịch	V
tưởng	V
rẻ	A
cứ	R
cắm đầu cắm cổ	V
mua	V
lấy được	X
”	"
.	.

Tầm	N
8	M
giờ	Nu
tối	N
,	,
tôi	P
theo	V
chân	N
Dũng	Np
đi	V
điểm	V
mặt	N
dân	N
đánh	V
hàng	N
.	.

Chiếc	Nc
taxi	Nb
đưa	V
chúng tôi	P
đến	V
khu	Nc
khách sạn	N
Lâm Viên	Np
.	.

Ngay	T
dưới	E
tầng	N
một	M
,	,
Lệ Viên	Np
quán	N
ồn ã	A
tiếng	N
nói cười	V
,	,
toàn	L
tiếng	N
Việt	Np
.	.

Giọng	N
Bắc Ninh	Np
có	V
,	,
Bắc Giang	Np
có	V
...	.
nhưng	C
phần lớn	N
là	V
dân	N
Hà Nội	Np
.	.

Dân	N
đánh	V
hàng	N
đi	V
ngả	N
này	P
chủ yếu	A
thiên	V
về	E
quần áo	N
,	,
mỹ phẩm	N
và	C
không	R
được	V
liệt	V
vào	E
hàng	N
đại gia	N
,	,
tức là	X
không	R
có	V
khả năng	N
chi phối	V
được	R
thị trường	N
.	.

Như	C
tốp	Nc
khách	N
hôm nay	N
ở	E
đây	P
chủ yếu	A
đánh	V
hàng	N
cặp	N
,	,
túi xách	N
,	,
quần áo	N
rẻ tiền	A
và	C
quần áo	N
sida	Nb
.	.

Theo	E
lời	N
Dũng	Np
,	,
quán	N
ăn	V
này	P
là	V
nơi	N
tụ hội	V
của	E
gần	A
như	C
toàn bộ	L
dân	N
làm ăn	V
VN	Ny
sang	V
Nam Ninh	Np
và	C
Quảng Châu	Np
đánh	V
hàng	N
theo	E
ngả	N
Lạng Sơn	Np
.	.

Thông thường	A
dân	N
đánh	V
hàng	N
xuống	E
tàu	N
Nam Ninh	Np
là	C
về	V
ngay	T
quán	N
này	P
nghỉ ngơi	V
,	,
ăn	V
cơm	N
rồi	R
9	M
g	Nu
30	M
tối	N
lên	V
ôtô	N
chạy	V
một	M
đêm	N
là	C
đến	V
Quảng Châu	Np
.	.

Trung Quốc	Np
là	V
“	"
điểm nóng	N
”	"
toàn cầu	N
về	E
nạn	N
sao chép	V
và	C
làm	V
hàng	N
giả	A
.	.

Theo	E
ước tính	V
của	E
Chính phủ	N
Trung Quốc	Np
,	,
những	L
giao dịch	V
về	R
hàng	N
giả	A
trong	E
thị trường	N
quốc nội	A
có	V
giá trị	N
19	M
-	-
24tỉ	M
USD	Nu
mỗi	L
năm	N
.	.

(	(
Nguồn	N
:	:
International Herald Tribune	B
)	)
Trung tâm	N
“	"
xẻ	V
”	"
hàng	N
nhái	A
.	.

Chợ	N
Dân Tộc	Np
ở	E
Nam Ninh	Np
bề thế	A
,	,
cao	A
bốn	M
tầng	N
và	C
mặt bằng	N
rộng	A
hàng	R
ngàn	M
mét vuông	Nu
trùm	V
lên	V
mặt tiền	N
của	E
cả	P
hai	M
khu phố	N
,	,
chuyên	A
bán buôn	V
các	L
mặt hàng	N
từ	E
đồ	N
điện tử	N
cho	E
tới	E
quần áo	N
,	,
giày dép	N
...	.

Tiếng là	X
bán buôn	V
nhưng	C
chợ	N
Dân Tộc	Np
chủ yếu	A
làm	V
nhiệm vụ	N
“	"
xẻ	V
”	"
những	L
chuyến	N
hàng	N
lớn	A
từ	E
Quảng Châu	Np
về	V
.	.

Đi	V
qua	V
tầng	N
một	M
bày	V
la liệt	A
hàng	N
điện tử	A
,	,
chúng tôi	P
lên	V
tầng	N
hai	M
chuyên	A
bán	V
quần áo	N
.	.

Một	M
góc	N
chợ	N
sáng	A
bừng	V
lên	V
với	E
các	L
quầy	N
hàng	N
được	V
thiết kế	V
hiện đại	A
,	,
đèn	N
sáng choang	A
.	.

La liệt	A
đủ	A
loại	Nc
các	L
thương hiệu	N
nổi tiếng	A
trên	E
thế giới	N
.	.

Quần áo	N
thì	C
có	V
Levi’s	Np
,	,
Nike	Np
,	,
Adidas	Np
,	,
Converse	Np
,	,
Puma	Np
...	.

Giày	N
thì	C
đủ	A
các	L
thương hiệu	N
lớn	A
Adidas	Np
,	,
Nike	Np
,	,
Converse	Np
,	,
Puma	Np
,	,
thậm chí	R
có	V
cả	T
hàng	N
chuyên dụng	A
của	E
Timberland	Np
...	.

Rồi	C
thắt lưng	N
bạt	N
chuyên dụng	A
của	E
Tough	Np
,	,
bình	N
đựng	V
nước	N
dùng	V
trong	E
thể thao	N
của	E
Nikkor	Np
...	.

Dũng	Np
mỉm	V
cười	V
trước	E
vẻ	N
mặt	N
đờ đẫn	A
của	E
tôi	P
:	:
“	"
Siêu	S
nhái	V
đấy	T
!	!

Hàng	N
nhái	V
hết	T
!	!
”	"
.	.

Để	E
chứng minh	V
,	,
Dũng	Np
lôi	V
ra	V
một	M
đôi	N
giày	N
Converse	Np
,	,
phân tích	V
cho	E
tôi	P
xem	V
từng	R
chi tiết	N
của	E
hàng	N
siêu	S
nhái	V
.	.

Quả thật	R
không thể	R
phân biệt	V
nổi	R
điểm	N
khác biệt	A
nào	P
giữa	E
đôi	N
giày	N
này	P
với	E
đôi	M
giày	N
tôi	P
đã	R
từng	R
mua	V
tại	E
đại lý	N
của	E
Converse	Np
ở	E
Hà Nội	Np
với	E
giá	N
550.000	M
đ	Nu
.	.

Sau	E
một	M
hồi	N
mặc cả	V
,	,
chúng tôi	P
quyết định	V
mua	V
đôi	M
giày	N
đó	P
với	E
giá	N
vẻn vẹn	A
58	M
tệ	Nu
(	(
tương đương	A
120.000	M
đ	Nu
)	)
,	,
trong	E
khi	N
giá	N
chính thức	A
in	V
trên	E
mác	N
là	V
225	M
tệ	Nu
!	!

Tôi	P
lấy	V
một	M
chiếc	Nc
quần bò	N
Levi’s	Np
502	M
“	"
hàng	N
đẹp	A
”	"
xuống	R
xem	V
,	,
đầy đủ	A
nhãn mác	N
như	C
một	M
chiếc	Nc
quần	N
chính hiệu	A
,	,
chất	N
vải	N
quần	N
cũng	R
không	R
hề	T
có	V
sự	Nc
khác biệt	A
nếu	C
chỉ	R
vuốt	V
bằng	E
tay	N
và	C
thử	V
dựng đứng	V
quần	N
,	,
rồi	C
mua	V
với	E
giá	N
80	M
tệ	Nu
(	(
160.000	M
đ	Nu
)	)
.	.

Dũng	Np
nói	V
hàng	N
này	P
mà	C
về	V
VN	Ny
rồi	C
đưa	V
vào	V
shop	Nb
hẳn	R
được	V
“	"
hét	V
”	"
với	E
giá	N
“	"
đứt	V
cổ	N
”	"
.	.

Hơn	A
30	M
gian hàng	N
san sát	A
,	,
gian	N
nào	P
cũng	R
đầy ắp	A
hàng	N
nhái	V
.	.

Chúng tôi	P
gặp	V
lại	R
ba	M
cặp	N
vợ chồng	N
tối	N
hôm qua	N
ở	E
Lệ Viên	Np
quán	N
cũng	R
đang	R
lúi húi	V
đi	V
“	"
nhặt	V
”	"
đồ	N
.	.

Đi	V
theo	V
một	M
lúc	N
,	,
tôi	P
thấy	V
mỗi	L
đôi	M
lấy	V
một vài	L
chiếc	Nc
áo	N
nỉ	N
Puma	Np
,	,
một	M
